var,estimate,lower,upper,risk.bas,xlabel
p_new_ctz,0.972646357,0.825145114,0.999673281,0.99,Low baseline risk patients
p_new_placebo,0.010275872,0.000370092,0.05197069,0.01,NA
p_new_placebo,0.015767879,0.001253889,0.065112445,0.02,High baseline risk patients
p_new_placebo,0.020906968,0.002578822,0.074306274,0.03,NA
p_new_placebo,0.025919837,0.004310739,0.081696243,0.04,NA
p_new_placebo,0.030893252,0.006445118,0.087832747,0.05,NA
p_new_placebo,0.03587142,0.008959445,0.093247355,0.06,NA
p_new_placebo,0.040880606,0.011873601,0.098199233,0.07,NA
p_new_placebo,0.045938053,0.015173413,0.102701047,0.08,NA
p_new_placebo,0.051055922,0.01886912,0.106994807,0.09,NA
p_new_placebo,0.056243269,0.02295527,0.110949639,0.1,NA
p_new_placebo,0.061507131,0.027450937,0.114668391,0.11,NA
p_new_placebo,0.066853169,0.032377986,0.118289534,0.12,NA
p_new_placebo,0.07228606,0.037664039,0.121674952,0.13,NA
p_new_placebo,0.077809755,0.043376907,0.125093916,0.14,NA
p_new_placebo,0.083427649,0.049386767,0.128579084,0.15,NA
p_new_placebo,0.089142698,0.055731317,0.1319951,0.16,NA
p_new_placebo,0.094957495,0.062430937,0.135548188,0.17,NA
p_new_placebo,0.100874333,0.069579233,0.139038907,0.18,NA
p_new_placebo,0.10689524,0.076934482,0.142634662,0.19,NA
p_new_placebo,0.113022012,0.084470939,0.146283609,0.2,NA
p_new_placebo,0.119256226,0.092147458,0.150344686,0.21,NA
p_new_placebo,0.125599259,0.099893996,0.154587028,0.22,NA
p_new_placebo,0.132052296,0.107392053,0.159238805,0.23,NA
p_new_placebo,0.138616333,0.114718181,0.164549922,0.24,NA
p_new_placebo,0.145292184,0.121550592,0.170761473,0.25,NA
p_new_placebo,0.152080479,0.12785014,0.177984705,0.26,NA
p_new_placebo,0.158981669,0.133556809,0.186210906,0.27,NA
p_new_placebo,0.16599602,0.13856448,0.195604647,0.28,NA
p_new_placebo,0.173123622,0.143023705,0.205899954,0.29,NA
p_new_placebo,0.180364381,0.146981246,0.217304018,0.3,NA
p_new_placebo,0.187718028,0.150503239,0.22939645,0.31,NA
p_new_placebo,0.195184114,0.153836158,0.242132217,0.32,NA
p_new_placebo,0.202762023,0.15689221,0.255548436,0.33,NA
p_new_placebo,0.210450968,0.159771527,0.269538374,0.34,NA
p_new_placebo,0.218250007,0.162521473,0.284109794,0.35,NA
p_new_placebo,0.226158041,0.165212223,0.298752868,0.36,NA
p_new_placebo,0.234173835,0.167868058,0.314005388,0.37,NA
p_new_placebo,0.242296017,0.170315536,0.329725946,0.38,NA
p_new_placebo,0.250523098,0.172801255,0.345757201,0.39,NA
p_new_placebo,0.25885348,0.175256833,0.361725929,0.4,NA
p_new_placebo,0.267285471,0.177647079,0.37795483,0.41,NA
p_new_placebo,0.275817294,0.18000694,0.394367588,0.42,NA
p_new_placebo,0.284447104,0.182387861,0.411005488,0.43,NA
p_new_placebo,0.293173002,0.184635753,0.428014075,0.44,NA
p_new_placebo,0.301993044,0.18699265,0.444970056,0.45,NA
p_new_placebo,0.310905256,0.189211013,0.462153295,0.46,NA
p_new_placebo,0.319907649,0.191518894,0.479311895,0.47,NA
p_new_placebo,0.328998229,0.193833929,0.496703779,0.48,NA
p_new_placebo,0.338175012,0.196189291,0.513877221,0.49,NA
p_new_placebo,0.347436035,0.198474295,0.531144518,0.5,NA
p_new_placebo,0.356779367,0.200699157,0.548194375,0.51,NA
p_new_placebo,0.366203124,0.202956012,0.565142132,0.52,NA
p_new_placebo,0.37570548,0.205281832,0.58193942,0.53,NA
p_new_placebo,0.385284677,0.207582109,0.598358721,0.54,NA
p_new_placebo,0.394939037,0.209839935,0.614964857,0.55,NA
p_new_placebo,0.404666974,0.212252833,0.631363968,0.56,NA
p_new_placebo,0.414467007,0.2146589,0.647179557,0.57,NA
p_new_placebo,0.424337766,0.217023413,0.66326707,0.58,NA
p_new_placebo,0.43427801,0.219498585,0.678926432,0.59,NA
p_new_placebo,0.444286632,0.222066109,0.694169061,0.6,NA
p_new_placebo,0.454362678,0.224591281,0.709386411,0.61,NA
p_new_placebo,0.464505351,0.227120223,0.723978909,0.62,NA
p_new_placebo,0.474714031,0.229846758,0.738335107,0.63,NA
p_new_placebo,0.484988285,0.232375674,0.752557141,0.64,NA
p_new_placebo,0.495327881,0.235066629,0.766238483,0.65,NA
p_new_placebo,0.505732806,0.237844295,0.779716502,0.66,NA
p_new_placebo,0.51620328,0.240772042,0.79270451,0.67,NA
p_new_placebo,0.52673978,0.24360499,0.805130914,0.68,NA
p_new_placebo,0.537343055,0.246511639,0.817368547,0.69,NA
p_new_placebo,0.548014155,0.249642645,0.829112399,0.7,NA
p_new_placebo,0.558754453,0.25291715,0.840635413,0.71,NA
p_new_placebo,0.569565683,0.256118857,0.851692949,0.72,NA
p_new_placebo,0.580449969,0.259404143,0.862344667,0.73,NA
p_new_placebo,0.591409871,0.262742509,0.872546628,0.74,NA
p_new_placebo,0.602448431,0.266248279,0.882380416,0.75,NA
p_new_placebo,0.613569234,0.270021804,0.89169884,0.76,NA
p_new_placebo,0.624776475,0.273897372,0.900682655,0.77,NA
p_new_placebo,0.636075039,0.277894376,0.909301488,0.78,NA
p_new_placebo,0.647470607,0.282188024,0.91745382,0.79,NA
p_new_placebo,0.658969768,0.286499057,0.925182086,0.8,NA
p_new_placebo,0.670580175,0.291082309,0.93251871,0.81,NA
p_new_placebo,0.682310728,0.295701002,0.939365825,0.82,NA
p_new_placebo,0.694171804,0.300664122,0.945835936,0.83,NA
p_new_placebo,0.706175553,0.305742582,0.951947747,0.84,NA
p_new_placebo,0.718336277,0.311386,0.957635344,0.85,NA
p_new_placebo,0.730670925,0.317272981,0.962979192,0.86,NA
p_new_placebo,0.743199749,0.323748673,0.967905277,0.87,NA
p_new_placebo,0.755947198,0.330559934,0.972477052,0.88,NA
p_new_placebo,0.76894315,0.337928591,0.976691734,0.89,NA
p_new_placebo,0.782224665,0.34600751,0.980579603,0.9,NA
p_new_placebo,0.795838551,0.354769797,0.984090806,0.91,NA
p_new_placebo,0.809845263,0.364513412,0.987237801,0.92,NA
p_new_placebo,0.824325089,0.375904869,0.990017301,0.93,NA
p_new_placebo,0.83938851,0.388893698,0.992476366,0.94,NA
p_new_placebo,0.855194835,0.404421137,0.994601274,0.95,NA
p_new_placebo,0.87198895,0.423439046,0.996388818,0.96,NA
p_new_placebo,0.89018398,0.448214221,0.997836616,0.97,NA
p_new_placebo,0.910588734,0.48327217,0.998949367,0.98,NA
p_new_placebo,0.935312191,0.54215255,0.999689949,0.99,Low baseline risk patients
rd,0.040992021,-0.014533475,0.196288131,0.01,NA
rd,0.062831759,-0.011651189,0.240912207,0.02,High baseline risk patients
rd,0.081301151,-0.007650477,0.271801372,0.03,NA
rd,0.097761495,-0.003080352,0.296076307,0.04,NA
rd,0.112779643,0.001511993,0.315908555,0.05,NA
rd,0.126663328,0.006837399,0.333298967,0.06,NA
rd,0.139604304,0.012150725,0.349085309,0.07,NA
rd,0.151732757,0.017606387,0.362620531,0.08,NA
rd,0.163142426,0.023437733,0.374385207,0.09,NA
rd,0.173903758,0.029275856,0.386229435,0.1,NA
rd,0.18407146,0.035222998,0.39708472,0.11,NA
rd,0.193689123,0.040744926,0.407962802,0.12,NA
rd,0.202792223,0.04631258,0.417784395,0.13,NA
rd,0.211410148,0.051804167,0.427248196,0.14,NA
rd,0.219567613,0.057215236,0.436075056,0.15,NA
rd,0.227285688,0.062371351,0.444088818,0.16,NA
rd,0.234582551,0.06761746,0.451643771,0.17,NA
rd,0.241474066,0.072311422,0.458320698,0.18,NA
rd,0.247974224,0.076780928,0.465303299,0.19,NA
rd,0.25409549,0.081138098,0.47171507,0.2,NA
rd,0.259849081,0.084969907,0.477212628,0.21,NA
rd,0.265245192,0.088861963,0.482985823,0.22,NA
rd,0.270293178,0.092386176,0.487846015,0.23,NA
rd,0.275001704,0.095691497,0.492773832,0.24,NA
rd,0.279378876,0.098751613,0.497113848,0.25,NA
rd,0.283432346,0.101445399,0.501824123,0.26,NA
rd,0.287169396,0.103907602,0.505512135,0.27,NA
rd,0.290597019,0.106087441,0.508736454,0.28,NA
rd,0.293721973,0.107994834,0.512195302,0.29,NA
rd,0.296550838,0.109407811,0.515318683,0.3,NA
rd,0.299090053,0.110423582,0.517969651,0.31,NA
rd,0.301345949,0.111221635,0.520310119,0.32,NA
rd,0.303324775,0.111509359,0.523106654,0.33,NA
rd,0.305032719,0.111709316,0.525681704,0.34,NA
rd,0.306475918,0.111234677,0.528305029,0.35,NA
rd,0.30766047,0.110886537,0.529910899,0.36,NA
rd,0.30859244,0.109622199,0.531446213,0.37,NA
rd,0.309277858,0.108005234,0.533002319,0.38,NA
rd,0.309722725,0.105752218,0.534539037,0.39,NA
rd,0.309933004,0.103362401,0.5361305,0.4,NA
rd,0.309914621,0.100796632,0.537051492,0.41,NA
rd,0.309673454,0.097506121,0.538246231,0.42,NA
rd,0.309215334,0.093955023,0.539352104,0.43,NA
rd,0.308546032,0.089718626,0.540295489,0.44,NA
rd,0.307671254,0.085567981,0.54156863,0.45,NA
rd,0.306596634,0.080616785,0.542465076,0.46,NA
rd,0.305327726,0.075552593,0.542763345,0.47,NA
rd,0.303869996,0.070691626,0.543935571,0.48,NA
rd,0.302228814,0.065019836,0.544284591,0.49,NA
rd,0.300409447,0.059215398,0.54554319,0.5,NA
rd,0.298417054,0.052967843,0.546372986,0.51,NA
rd,0.296256673,0.04621233,0.546963704,0.52,NA
rd,0.293933222,0.039560732,0.54740934,0.53,NA
rd,0.291451483,0.032869058,0.547915187,0.54,NA
rd,0.288816106,0.02583223,0.548726616,0.55,NA
rd,0.286031592,0.01870875,0.549450043,0.56,NA
rd,0.283102295,0.011483711,0.550124139,0.57,NA
rd,0.280032411,0.004231746,0.550911747,0.58,NA
rd,0.276825976,-0.0029103,0.551473379,0.59,NA
rd,0.273486857,-0.010233406,0.552295855,0.6,NA
rd,0.270018745,-0.017620955,0.552954568,0.61,NA
rd,0.266425153,-0.024839271,0.553548062,0.62,NA
rd,0.262709408,-0.031659642,0.553682523,0.63,NA
rd,0.258874641,-0.03832506,0.553913107,0.64,NA
rd,0.254923784,-0.045222891,0.554124066,0.65,NA
rd,0.250859562,-0.052292779,0.554212006,0.66,NA
rd,0.246684482,-0.058828725,0.554547638,0.67,NA
rd,0.242400825,-0.064732103,0.55442113,0.68,NA
rd,0.238010633,-0.070536791,0.554375213,0.69,NA
rd,0.233515702,-0.076214017,0.55461494,0.7,NA
rd,0.228917561,-0.081919957,0.555032656,0.71,NA
rd,0.224217462,-0.087536812,0.555268719,0.72,NA
rd,0.219416355,-0.092988181,0.555361414,0.73,NA
rd,0.214514869,-0.098144478,0.556054208,0.74,NA
rd,0.209513284,-0.102447684,0.55553417,0.75,NA
rd,0.204411496,-0.106775132,0.555543588,0.76,NA
rd,0.199208984,-0.110762015,0.554569336,0.77,NA
rd,0.193904758,-0.115018266,0.55427077,0.78,NA
rd,0.188497306,-0.118815977,0.554112912,0.79,NA
rd,0.182984519,-0.122904652,0.553547148,0.8,NA
rd,0.177363609,-0.126512807,0.552156051,0.81,NA
rd,0.171631001,-0.129956526,0.551407857,0.82,NA
rd,0.165782192,-0.133116893,0.550122744,0.83,NA
rd,0.159811584,-0.136293338,0.548278509,0.84,NA
rd,0.153712251,-0.138304817,0.546983513,0.85,NA
rd,0.147475653,-0.140213222,0.545101374,0.86,NA
rd,0.141091237,-0.142200886,0.542413418,0.87,NA
rd,0.134545903,-0.143722233,0.539911417,0.88,NA
rd,0.127823265,-0.145006147,0.536905265,0.89,NA
rd,0.120902591,-0.145684712,0.533362397,0.9,NA
rd,0.113757247,-0.145921315,0.528738511,0.91,NA
rd,0.106352328,-0.145220429,0.523883829,0.92,NA
rd,0.098640887,-0.144661329,0.518144205,0.93,NA
rd,0.090557582,-0.143166801,0.510078272,0.94,NA
rd,0.082007213,-0.140560737,0.50029774,0.95,NA
rd,0.072841999,-0.136565844,0.486207093,0.96,NA
rd,0.062810149,-0.130943561,0.470397184,0.97,NA
rd,0.051413347,-0.121081577,0.443229996,0.98,NA
rd,0.037334166,-0.103373608,0.395475626,0.99,Low baseline risk patients
